"workflow","process","task_hash","a_MB","c_MB","M_MB"
"minimap2_audit_nf","GENERATE_WINDOW_READS","191fb388455cd73ca170e23787c71449","4.2","7.768078804016113","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1936b4e62e6c0a67af82c1a4c1583d0c","4.2","7.73579216003418","19.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","196b0cd8f772dffb464bea8132422757","4.2","7.7576141357421875","3.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","19764b4f9a58c6775a8980feb7e92a0a","4.2","7.627012252807617","17.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","19c67f6da8796dfc65e2e729e747fe00","4.2","7.466709136962891","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1a367004fe3ecd8875ebcb230b53c1ab","4.2","7.53046989440918","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1a46f28f5df0397901a9091b58c2bd67","4.2","7.842629432678223","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1a877c72b992c09603e293a4931ea324","4.2","7.699317932128906","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1a88e103b6fad0db164aeeb51b8504e3","4.2","7.565952301025391","18.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1a95bb24c43cfe9a1513ca725af4c794","4.2","7.690618515014648","18.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1a9f1945f7f1cca8716a041a37ceab8f","4.2","7.720755577087402","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1ab3f353decaaa5d0eafd376cadd3997","4.2","7.901838302612305","19.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1b2204cfc619a71850dbdae2e3dda158","4.2","7.4448394775390625","16.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1b5717ef439f01a54fd840b0e1b3c5cf","4.2","7.900948524475098","3.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1b9b3a224cbce0227a6e0bb875171772","4.2","7.550337791442871","18.7"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1bcb992e5e4724c03d734563c087b70d","4.2","7.446186065673828","18.2"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1c4d8b135fc46bd59ab9a6ec3420092d","4.2","7.614017486572266","18.2"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1d09bb0fda44c9fbb3942e06e97d0f3e","4.2","7.478297233581543","16.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1dca443c39901469124ab5b6cd218b7a","4.2","7.494908332824707","17.5"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1de65c3ffd8aef667cd63d24fb3f6afd","4.2","7.524160385131836","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1def7af5e638a3fe6a9e3ffc325192ce","4.2","7.602347373962402","18.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1e1bbc17b9b452c878c86784be6b681b","4.2","7.846626281738281","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1e203d26dd0a93981a73f351eb09104c","4.2","7.61751651763916","15.5"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1e2935e640fdece181f1cae9f53e8b67","4.2","7.531641006469727","17.2"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1e488aabf8ea953653a6355b9ebc4704","4.2","7.629319190979004","14.8"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1e5fa227f248a1b33e3ef5c32f935fed","4.2","7.483913421630859","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1ea8d15b6609998590da9b7fa8d828af","4.2","7.841790199279785","19.0"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1eb73feb670d628a376519757bd66311","4.2","7.771601676940918","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1edc6d2f469f7443e36485a05749c715","4.2","7.7303619384765625","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1ee6ee31227d4d9408ba9d1019e1bda0","4.2","7.5680952072143555","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1ef6cda5d6dcd4523b4b21fc125dee6e","4.2","7.746335983276367","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1f5821d4601296f594bce8ae45ebd594","4.2","7.898569107055664","19.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1f6133017627993846066e5458319ab7","4.2","7.816611289978027","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1f695f909ad1575ed337f470b6b6aeb0","4.2","7.464323043823242","17.9"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1f747b19d269c77991cbeda300374c50","4.2","7.878378868103027","18.7"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1ffc367c7b5364e98fa7e521447a3686","4.2","8.236135482788086","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","1ffe045608a7097c294c5b134c852f50","4.2","7.487396240234375","17.0"
"minimap2_audit_nf","GENERATE_WINDOW_READS","2032d12e34a7b44d6b66652f85f80bc3","4.2","7.986808776855469","3.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","205ede799f159fcda6d6d389f3a6d285","4.2","7.79476261138916","18.8"
"minimap2_audit_nf","GENERATE_WINDOW_READS","206beb67630fbba58d157d7382ddfbae","4.2","7.8783369064331055","19.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","20a0a24a0d461e080a90cd7455db9aed","4.2","7.61582088470459","19.0"
"minimap2_audit_nf","GENERATE_WINDOW_READS","20a90c8ada613e512e53e8e6a1f9fac2","4.2","7.5534257888793945","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","21686f4dc9b12dc23913c413e4112e84","4.2","7.6948442459106445","18.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","2176a4b99bf682335643795539d4000f","4.2","7.486747741699219","17.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","21962ded1fb07cc40634a687a1b0b923","4.2","7.834839820861816","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","2198d54ad2febe7b028cbe4ca3860052","4.2","7.922765731811523","20.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","219babac23a161b96acffcfbd4af6dfb","4.2","7.531039237976074","18.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","21d5e4822fc9cc5f0e781d41ed9e33f6","4.2","7.62966251373291","18.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","221c41324bae52b727cbb470879ef5a9","4.2","7.787691116333008","19.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","221cca59a54d56353fecd3beca12df0f","4.2","7.594155311584473","18.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","227975f1355ed81bb2e86b96d1f35e7c","4.2","7.7183427810668945","19.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","22a1c378aeeb0aac07b703646bb9c72d","4.2","7.528875350952148","18.2"
"minimap2_audit_nf","GENERATE_WINDOW_READS","22c0f9b11a19039f652763aab10e79e2","4.2","7.238729476928711","3.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","22f942b761e6408c32bbbd992df4c6e1","4.2","7.8234968185424805","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","232fa16729de4c74f32a47667e41589a","4.2","7.602909088134766","18.7"
"minimap2_audit_nf","GENERATE_WINDOW_READS","233d18e60569f01de6e9b63ff8d18e5a","4.2","7.8167924880981445","17.8"
"minimap2_audit_nf","GENERATE_WINDOW_READS","236e6e07b81f7cfe0af7ec86c8115a72","4.2","7.646720886230469","18.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","236e7e029238886295647bf2aa0499cb","4.2","7.588152885437012","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","23a09e3c6b23b9692e3181e4d4243855","4.2","7.587732315063477","17.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","23b48e155483a3acec7dcf8865b92ca1","4.2","7.6071882247924805","18.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","23caa70e1d01b54468d6a31b22b385ee","4.2","7.471793174743652","18.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","23caf5e6044c92d86179abafc1a72b78","4.2","7.797394752502441","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","241a65f691a0b16ad252688da1a1af3d","4.2","7.562643051147461","17.1"
"minimap2_audit_nf","GENERATE_WINDOW_READS","24339400ab8d09c5db91ebae5fa527e8","4.2","7.925315856933594","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","244a48022f84c7ffcfb4eb1005e32183","4.2","7.557463645935059","18.6"
"minimap2_audit_nf","GENERATE_WINDOW_READS","24830433a20701f3153d40a96fca4f04","4.2","7.863338470458984","19.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","248f7fb6ba00b7b29d84d61a11358a37","4.2","7.865875244140625","18.4"
"minimap2_audit_nf","GENERATE_WINDOW_READS","24afef0616130e42387e7a2feb632de6","4.2","7.9161224365234375","19.3"
"minimap2_audit_nf","GENERATE_WINDOW_READS","24b8818a97990c445aaf7bf99aa3fd01","4.2","7.853189468383789","19.4"
